government,government_level,tax,revenue_category,year,power_code_code,value
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2018,600000,0.45
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2019,600000,1.279
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2020,600000,0.717
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2021,600000,0.411
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2004,600000,2012.4
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2005,600000,2306.0
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2006,600000,3945.0
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2007,600000,4097.7
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2008,600000,4900.6
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2009,600000,4918.0
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2010,600000,2627.9
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2011,600000,2752.6
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2012,600000,5966.3
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2013,600000,6054.6
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2014,600000,7034.1
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2015,600000,6398.2
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2016,600000,4518.966
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2017,600000,6154.199
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2018,600000,5538.155
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2019,600000,6226.21
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2020,600000,8980.5
FED,Federal or Central government,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2021,600000,7537.233
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2004,600000,2012.4
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2005,600000,2306.0
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2006,600000,3945.0
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2007,600000,4097.7
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2008,600000,4900.6
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2009,600000,4918.0
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2010,600000,2627.9
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2011,600000,2752.6
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2012,600000,5966.3
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2013,600000,6054.6
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2014,600000,7034.1
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2015,600000,6398.2
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2016,600000,4518.966
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2017,600000,6154.199
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2018,600000,5538.155
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2019,600000,6226.21
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2020,600000,8980.5
NES,Total,NTR_E,Non-tax revenue: Miscellaneous and unidentified revenue,2021,600000,7537.233
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2004,600000,2012.4
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2005,600000,2306.0
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2006,600000,3945.0
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2007,600000,4097.7
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2008,600000,4900.6
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2009,600000,4918.0
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2010,600000,2627.9
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2011,600000,2752.6
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2012,600000,5966.3
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2013,600000,6054.6
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2014,600000,7034.1
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2015,600000,6398.2
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2016,600000,4518.966
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2017,600000,6154.199
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2018,600000,5538.155
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2019,600000,6226.21
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2020,600000,8980.5
FED,Federal or Central government,NTR_E_L01_LSO,SACU revenue,2021,600000,7537.233
NES,Total,NTR_E_L01_LSO,SACU revenue,2004,600000,2012.4
NES,Total,NTR_E_L01_LSO,SACU revenue,2005,600000,2306.0
NES,Total,NTR_E_L01_LSO,SACU revenue,2006,600000,3945.0
NES,Total,NTR_E_L01_LSO,SACU revenue,2007,600000,4097.7
NES,Total,NTR_E_L01_LSO,SACU revenue,2008,600000,4900.6
NES,Total,NTR_E_L01_LSO,SACU revenue,2009,600000,4918.0
NES,Total,NTR_E_L01_LSO,SACU revenue,2010,600000,2627.9
NES,Total,NTR_E_L01_LSO,SACU revenue,2011,600000,2752.6
NES,Total,NTR_E_L01_LSO,SACU revenue,2012,600000,5966.3
NES,Total,NTR_E_L01_LSO,SACU revenue,2013,600000,6054.6
NES,Total,NTR_E_L01_LSO,SACU revenue,2014,600000,7034.1
NES,Total,NTR_E_L01_LSO,SACU revenue,2015,600000,6398.2
NES,Total,NTR_E_L01_LSO,SACU revenue,2016,600000,4518.966
NES,Total,NTR_E_L01_LSO,SACU revenue,2017,600000,6154.199
NES,Total,NTR_E_L01_LSO,SACU revenue,2018,600000,5538.155
NES,Total,NTR_E_L01_LSO,SACU revenue,2019,600000,6226.21
NES,Total,NTR_E_L01_LSO,SACU revenue,2020,600000,8980.5
NES,Total,NTR_E_L01_LSO,SACU revenue,2021,600000,7537.233
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2004,600000,2391.36
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2005,600000,2752.63
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2006,600000,4475.76
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2007,600000,4645.41
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2008,600000,5489.31
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2009,600000,5589.62
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2010,600000,4362.22
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2011,600000,4017.82
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2012,600000,7125.6
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2013,600000,7494.22
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2014,600000,8536.19
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2015,600000,8011.57
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2016,600000,6228.706
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2017,600000,7782.799
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2018,600000,7317.476
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2019,600000,7673.179
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2020,600000,10800.866
FED,Federal or Central government,TOTALNTNG,Total non-tax revenue excluding grants,2021,600000,9548.196
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2004,600000,2391.36
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2005,600000,2752.63
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2006,600000,4475.76
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2007,600000,4645.41
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2008,600000,5489.31
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2009,600000,5589.62
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2010,600000,4362.22
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2011,600000,4017.82
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2012,600000,7125.6
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2013,600000,7494.22
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2014,600000,8536.19
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2015,600000,8011.57
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2016,600000,6228.706
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2017,600000,7782.799
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2018,600000,7317.476
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2019,600000,7673.179
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2020,600000,10800.866
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2021,600000,9548.196
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2004,600000,3837.734
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2005,600000,4215.054
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2006,600000,6019.629
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2007,600000,6481.955
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2008,600000,7710.824
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2009,600000,8184.764
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2010,600000,7294.919
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2011,600000,7412.247
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2012,600000,10664.867
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2013,600000,11916.102
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2014,600000,13718.494
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2015,600000,13883.813
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2016,600000,12223.512
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2017,600000,13877.826
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2018,600000,14606.415
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2019,600000,14920.918
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2020,600000,17571.733
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2021,600000,17374.608
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2004,600000,3837.734
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2005,600000,4215.054
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2006,600000,6019.629
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2007,600000,6481.955
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2008,600000,7710.824
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2009,600000,8184.764
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2010,600000,7294.919
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2011,600000,7412.247
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2012,600000,10664.867
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2013,600000,11916.102
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2014,600000,13718.494
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2015,600000,13883.813
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2016,600000,12223.512
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2017,600000,13877.826
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2018,600000,14606.415
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2019,600000,14920.918
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2020,600000,17571.733
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2021,600000,17374.608
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2004,600000,55.076
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2005,600000,53.217
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2006,600000,57.477
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2007,600000,70.831
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2008,600000,74.816
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2009,600000,98.988
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2010,600000,109.856
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2011,600000,91.957
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2012,600000,103.543
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2013,600000,121.37
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2014,600000,108.452
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2015,600000,102.291
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2016,600000,127.62
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2017,600000,191.36
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2018,600000,212.156
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2019,600000,215.049
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2020,600000,81.735
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2021,600000,266.318
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2004,600000,55.076
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2005,600000,53.217
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2006,600000,57.477
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2007,600000,70.831
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2008,600000,74.816
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2009,600000,98.988
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2010,600000,109.856
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2011,600000,91.957
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2012,600000,103.543
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2013,600000,121.37
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2014,600000,108.452
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2015,600000,102.291
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2016,600000,127.62
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2017,600000,191.36
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2018,600000,212.156
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2019,600000,215.049
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2020,600000,81.735
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2021,600000,266.318
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2004,600000,58.074
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2005,600000,17.586
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2006,600000,17.678
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2007,600000,30.947
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2008,600000,32.095
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2009,600000,25.391
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2010,600000,32.322
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2011,600000,55.927
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2012,600000,73.566
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2013,600000,71.732
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2014,600000,94.401
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2015,600000,145.494
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2016,600000,108.44
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2017,600000,120.657
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2018,600000,145.14
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2019,600000,146.958
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2020,600000,106.981
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2021,600000,133.853
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2004,600000,58.074
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2005,600000,17.586
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2006,600000,17.678
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2007,600000,30.947
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2008,600000,32.095
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2009,600000,25.391
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2010,600000,32.322
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2011,600000,55.927
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2012,600000,73.566
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2013,600000,71.732
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2014,600000,94.401
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2015,600000,145.494
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2016,600000,108.44
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2017,600000,120.657
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2018,600000,145.14
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2019,600000,146.958
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2020,600000,106.981
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2021,600000,133.853
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2004,600000,463.51
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2005,600000,462.862
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2006,600000,522.002
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2007,600000,617.326
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2008,600000,791.459
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2009,600000,837.325
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2010,600000,1045.561
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2011,600000,1164.897
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2012,600000,1481.07
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2013,600000,1531.516
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2014,600000,1805.725
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2015,600000,1996.112
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2016,600000,2130.628
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2017,600000,2250.492
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2018,600000,2681.488
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2019,600000,2877.285
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2020,600000,2668.417
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2021,600000,3140.947
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2004,600000,-50.356
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2005,600000,-59.38
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2006,600000,-77.768
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2007,600000,-89.082
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2008,600000,-172.485
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2009,600000,-164.981
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2010,600000,-237.861
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2011,600000,-291.021
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2012,600000,-409.441
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2013,600000,-351.264
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2014,600000,-394.026
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2015,600000,-566.002
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2016,600000,-674.828
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2017,600000,-631.698
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2018,600000,-681.585
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2019,600000,-866.652
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2020,600000,-722.489
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2021,600000,-860.203
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2004,600000,463.51
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2005,600000,462.862
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2006,600000,522.002
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2007,600000,617.326
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2008,600000,791.459
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2009,600000,837.325
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2010,600000,1045.561
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2011,600000,1164.897
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2012,600000,1481.07
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2013,600000,1531.516
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2014,600000,1805.725
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2015,600000,1996.112
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2016,600000,2130.628
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2017,600000,2250.492
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2018,600000,2681.488
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2019,600000,2877.285
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2020,600000,2668.417
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2021,600000,3140.947
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2004,600000,-50.356
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2005,600000,-59.38
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2006,600000,-77.768
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2007,600000,-89.082
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2008,600000,-172.485
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2009,600000,-164.981
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2010,600000,-237.861
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2011,600000,-291.021
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2012,600000,-409.441
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2013,600000,-351.264
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2014,600000,-394.026
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2015,600000,-566.002
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2016,600000,-674.828
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2017,600000,-631.698
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2018,600000,-681.585
